chrom	start	end	bcell_meth	bcell_depth	cd4_meth	cd4_depth	cd8_meth	cd8_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	nk_meth	nk_depth
chr15	88636058	88636559	3560.0	3843.0	354.0	3795.0	908.0	4470.0	3082.0	3238.0	4163.0	4379.0	3378.0	3988.0
chr15	88636078	88636579	3396.0	3621.0	288.0	3567.0	846.0	4236.0	2910.0	3054.0	3915.0	4113.0	3210.0	3762.0
chr15	90162331	90162832	1171.0	1235.0	1087.0	1151.0	1216.0	1377.0	585.0	1073.0	912.0	1823.0	1080.0	1153.0
chr15	90816548	90817049	644.0	855.0	823.0	982.0	433.0	964.0	441.0	722.0	565.0	970.0	64.0	850.0
chr15	90914362	90914863	1793.0	1895.0	1836.0	1907.0	1860.0	1944.0	386.0	1691.0	552.0	2505.0	1615.0	1711.0
chr15	99349778	99350279	1746.0	1973.0	1518.0	1637.0	1831.0	1998.0	1320.0	1677.0	1027.0	2192.0	1561.0	1770.0
chr16	3590765	3591266	1458.0	1618.0	1567.0	1659.0	1675.0	1778.0	422.0	1716.0	502.0	2308.0	1660.0	1815.0
chr16	3591197	3591698	1483.0	1603.0	1759.0	1832.0	1417.0	1495.0	613.0	1514.0	579.0	2026.0	1715.0	1819.0
chr16	17232545	17233046	1108.0	1155.0	1224.0	1272.0	876.0	1116.0	1028.0	1063.0	1072.0	1120.0	345.0	1192.0
chr16	20881426	20881927	1136.0	1180.0	976.0	1010.0	858.0	905.0	439.0	1007.0	103.0	1214.0	838.0	895.0
chr16	22230987	22231488	1208.0	1272.0	1314.0	1381.0	1344.0	1395.0	1007.0	1141.0	726.0	1507.0	1191.0	1232.0
chr16	22373002	22373503	1780.0	1951.0	162.0	1942.0	270.0	1986.0	1611.0	1712.0	1806.0	1944.0	1591.0	1767.0
chr16	22373054	22373555	1714.0	1921.0	64.0	1941.0	145.0	1979.0	1501.0	1596.0	1777.0	1912.0	1532.0	1736.0
chr16	28978180	28978681	590.0	626.0	689.0	733.0	635.0	721.0	262.0	547.0	31.0	955.0	655.0	707.0
chr16	28986163	28986664	2233.0	2317.0	106.0	2844.0	98.0	1932.0	1868.0	1944.0	2656.0	2754.0	1774.0	2368.0
chr16	28986220	28986721	2359.0	2487.0	115.0	3090.0	107.0	2052.0	1972.0	2100.0	2786.0	2950.0	1828.0	2496.0
chr16	28987751	28988252	1277.0	1334.0	134.0	1537.0	326.0	1617.0	1044.0	1127.0	1409.0	1492.0	1199.0	1302.0
chr16	29059807	29060308	302.0	330.0	0.0	0.0	315.0	339.0	0.0	0.0	57.0	560.0	339.0	380.0
chr16	29104428	29104929	259.0	270.0	267.0	275.0	318.0	332.0	26.0	250.0	44.0	334.0	270.0	281.0
chr16	29339615	29340116	124.0	1041.0	915.0	1101.0	1081.0	1259.0	645.0	1060.0	1026.0	1167.0	743.0	1071.0
chr16	29358802	29359303	18.0	472.0	414.0	440.0	334.0	378.0	278.0	328.0	424.0	496.0	380.0	402.0
chr16	29358815	29359316	18.0	472.0	414.0	440.0	334.0	378.0	278.0	328.0	424.0	496.0	380.0	402.0
chr16	50270822	50271323	755.0	800.0	728.0	785.0	721.0	820.0	210.0	624.0	318.0	1049.0	648.0	781.0
chr16	68848762	68849263	1011.0	1104.0	1249.0	1314.0	1083.0	1143.0	632.0	1194.0	395.0	1461.0	1115.0	1177.0
chr16	84552724	84553225	1004.0	1106.0	116.0	1227.0	293.0	1111.0	824.0	897.0	1173.0	1280.0	983.0	1120.0
chr16	84553699	84554200	1350.0	1688.0	120.0	1830.0	321.0	1745.0	904.0	1245.0	1107.0	1840.0	1285.0	1602.0
chr16	85605545	85606046	2550.0	2936.0	2542.0	2869.0	1940.0	3240.0	2348.0	2705.0	2857.0	3474.0	103.0	3128.0
chr16	85605566	85606067	2468.0	2838.0	2478.0	2788.0	1870.0	3140.0	2306.0	2634.0	2796.0	3376.0	102.0	3030.0
chr16	89233534	89234035	2422.0	2482.0	2232.0	2300.0	2434.0	2508.0	984.0	2185.0	814.0	3012.0	2322.0	2384.0
chr17	689503	690004	983.0	1143.0	1007.0	1165.0	1000.0	1161.0	250.0	1138.0	262.0	1558.0	1024.0	1183.0
chr17	1094949	1095450	3303.0	3578.0	3561.0	3779.0	3323.0	3583.0	777.0	3230.0	1061.0	4480.0	3228.0	3509.0
chr17	1095074	1095575	3085.0	3453.0	3274.0	3565.0	3173.0	3533.0	451.0	3052.0	659.0	4404.0	3012.0	3367.0
chr17	3688972	3689473	140.0	1110.0	1157.0	1207.0	1045.0	1096.0	884.0	920.0	1369.0	1428.0	1145.0	1202.0
chr17	3803289	3803790	694.0	765.0	648.0	696.0	651.0	703.0	70.0	689.0	23.0	950.0	663.0	718.0
chr17	3966572	3967073	68.0	1756.0	1794.0	1898.0	2032.0	2184.0	1670.0	1790.0	2430.0	2624.0	1762.0	1876.0
chr17	3966580	3967081	68.0	1756.0	1794.0	1898.0	2032.0	2184.0	1670.0	1790.0	2430.0	2624.0	1762.0	1876.0
chr17	4844645	4845146	519.0	547.0	561.0	593.0	539.0	565.0	267.0	542.0	443.0	591.0	535.0	561.0
chr17	7888483	7888984	956.0	1136.0	135.0	1239.0	493.0	1306.0	714.0	967.0	920.0	1383.0	926.0	1227.0
chr17	27540326	27540827	1415.0	1495.0	1309.0	1384.0	1559.0	1643.0	258.0	1237.0	443.0	1942.0	1455.0	1552.0
chr17	35449414	35449915	529.0	12963.0	9940.0	11937.0	8390.0	9931.0	389.0	11210.0	487.0	15998.0	1184.0	14185.0
chr17	35449429	35449930	581.0	13211.0	10149.0	12132.0	8569.0	10122.0	546.0	11417.0	671.0	16278.0	1208.0	14472.0
chr17	35449565	35450066	593.0	11799.0	9333.0	10940.0	7905.0	9218.0	640.0	10497.0	735.0	14860.0	1084.0	13134.0
chr17	35449618	35450119	527.0	10356.0	8337.0	9782.0	7074.0	8243.0	616.0	9375.0	705.0	13327.0	1018.0	11667.0
chr17	39337762	39338263	1314.0	1364.0	1086.0	1151.0	1270.0	1318.0	299.0	1196.0	531.0	1736.0	1287.0	1342.0
chr17	39337808	39338309	1254.0	1298.0	1028.0	1088.0	1162.0	1204.0	246.0	1134.0	448.0	1650.0	1206.0	1260.0
chr17	40177774	40178275	72.0	1109.0	123.0	721.0	243.0	1008.0	56.0	816.0	112.0	1537.0	156.0	1190.0
chr17	40612679	40613180	1263.0	1318.0	111.0	1381.0	373.0	1273.0	1111.0	1175.0	1450.0	1583.0	1136.0	1282.0
chr17	58288292	58288793	1212.0	1546.0	1243.0	1469.0	1445.0	1681.0	75.0	1494.0	261.0	1819.0	1144.0	1447.0
chr17	61251244	61251745	1273.0	1360.0	1107.0	1189.0	1004.0	1083.0	826.0	1256.0	521.0	1521.0	1074.0	1150.0
chr17	62115651	62116152	464.0	557.0	447.0	515.0	498.0	575.0	204.0	566.0	122.0	687.0	463.0	538.0
chr17	67152717	67153218	262.0	277.0	263.0	274.0	270.0	348.0	239.0	251.0	317.0	331.0	61.0	257.0
chr17	67434947	67435448	1093.0	1223.0	175.0	1256.0	147.0	1310.0	111.0	933.0	171.0	1396.0	150.0	1322.0
chr17	74469506	74470007	1120.0	1280.0	1206.0	1349.0	911.0	1265.0	984.0	1096.0	1137.0	1266.0	98.0	1178.0
chr17	75228044	75228545	396.0	444.0	491.0	524.0	487.0	559.0	76.0	479.0	102.0	649.0	436.0	500.0
chr17	76423758	76424259	809.0	1967.0	1576.0	1734.0	1988.0	2192.0	1361.0	1535.0	1870.0	2148.0	1444.0	1619.0
chr17	81357606	81358107	1521.0	1792.0	1457.0	1688.0	894.0	1565.0	1189.0	1410.0	1497.0	1910.0	259.0	1806.0
chr17	82404639	82405140	1136.0	1229.0	1082.0	1189.0	1075.0	1217.0	1006.0	1178.0	607.0	1349.0	1048.0	1129.0
chr17	82870902	82871403	176.0	3654.0	2743.0	3727.0	2678.0	3050.0	2307.0	2549.0	3229.0	3471.0	2739.0	3159.0
chr17	82870997	82871498	119.0	3960.0	2928.0	4026.0	2846.0	3284.0	2493.0	2764.0	3487.0	3747.0	2915.0	3386.0
chr17	82875318	82875819	1621.0	1683.0	1947.0	2030.0	1685.0	1796.0	1075.0	1512.0	967.0	2638.0	1602.0	1701.0
chr18	21685333	21685834	112.0	1032.0	788.0	855.0	814.0	924.0	738.0	775.0	946.0	997.0	812.0	889.0
chr18	23422747	23423248	44.0	567.0	504.0	546.0	258.0	543.0	13.0	449.0	25.0	643.0	15.0	538.0
chr18	26191315	26191816	458.0	1217.0	1139.0	1171.0	1139.0	1188.0	989.0	1042.0	1311.0	1396.0	1101.0	1142.0
chr18	44758225	44758726	514.0	1516.0	1430.0	1578.0	1575.0	1764.0	1244.0	1389.0	1559.0	1754.0	1288.0	1434.0
chr18	50288968	50289469	1530.0	1567.0	1527.0	1581.0	1348.0	1394.0	899.0	1393.0	1237.0	1970.0	1395.0	1442.0
chr18	51162671	51163172	482.0	575.0	434.0	622.0	253.0	525.0	452.0	534.0	590.0	694.0	71.0	602.0
chr18	76402423	76402924	2647.0	2837.0	2920.0	3072.0	3008.0	3340.0	652.0	2907.0	428.0	4053.0	2751.0	2937.0
chr18	79465301	79465802	129.0	1224.0	1086.0	1262.0	1065.0	1213.0	959.0	1069.0	1413.0	1606.0	1120.0	1304.0
chr19	566718	567219	1342.0	1465.0	1299.0	1423.0	1096.0	1206.0	378.0	1170.0	179.0	1620.0	1086.0	1176.0
chr19	840818	841319	936.0	1234.0	977.0	1271.0	792.0	1111.0	50.0	756.0	69.0	1524.0	1054.0	1323.0
chr19	1154935	1155436	4917.0	5355.0	5717.0	6127.0	4158.0	4534.0	624.0	3715.0	530.0	6643.0	4722.0	5175.0
chr19	1155055	1155556	5047.0	5503.0	5636.0	6044.0	4028.0	4384.0	725.0	3921.0	566.0	6939.0	4822.0	5238.0
chr19	1155073	1155574	5027.0	5471.0	5557.0	5959.0	3959.0	4300.0	725.0	3908.0	564.0	6910.0	4784.0	5187.0
chr19	1648254	1648755	91.0	1900.0	1723.0	1909.0	1533.0	1827.0	1215.0	1286.0	1712.0	1815.0	1506.0	1687.0
chr19	2737235	2737736	3092.0	3202.0	3341.0	3467.0	2754.0	2883.0	2022.0	2815.0	299.0	3868.0	3041.0	3180.0
chr19	2737392	2737893	2700.0	2791.0	2865.0	2974.0	2334.0	2452.0	1671.0	2401.0	318.0	3363.0	2668.0	2786.0
chr19	3398423	3398924	1639.0	1838.0	1819.0	1988.0	1816.0	2049.0	1413.0	1716.0	751.0	2313.0	1807.0	2006.0
chr19	7343417	7343918	784.0	864.0	788.0	848.0	680.0	843.0	146.0	814.0	286.0	983.0	749.0	851.0
chr19	7656863	7657364	1183.0	1391.0	1023.0	1297.0	1159.0	1473.0	88.0	1218.0	132.0	1719.0	1086.0	1374.0
chr19	8503475	8503976	1017.0	1067.0	1029.0	1078.0	1060.0	1161.0	324.0	819.0	177.0	1251.0	1002.0	1076.0
chr19	12950257	12950758	1006.0	1058.0	1470.0	1537.0	1255.0	1313.0	456.0	1267.0	387.0	1481.0	1204.0	1245.0
chr19	14616621	14617122	1287.0	1533.0	1371.0	1595.0	1439.0	1813.0	584.0	1430.0	274.0	2092.0	1232.0	1491.0
chr19	14675756	14676257	1559.0	1685.0	1480.0	1570.0	1358.0	1481.0	421.0	1589.0	554.0	2020.0	1312.0	1409.0
chr19	16149582	16150083	221.0	1352.0	895.0	1147.0	837.0	1213.0	107.0	1064.0	157.0	1668.0	228.0	1327.0
chr19	16443408	16443909	1638.0	6785.0	6121.0	6410.0	5765.0	6127.0	4806.0	5156.0	6400.0	6685.0	6085.0	6433.0
chr19	16443414	16443915	1638.0	6785.0	6121.0	6410.0	5765.0	6127.0	4806.0	5156.0	6400.0	6685.0	6085.0	6433.0
chr19	16443517	16444018	828.0	6329.0	5823.0	6104.0	5553.0	5889.0	4110.0	4792.0	5906.0	6171.0	5651.0	5963.0
chr19	16443596	16444097	299.0	6166.0	5565.0	5835.0	5448.0	5754.0	3546.0	4657.0	5473.0	5753.0	5233.0	5562.0
chr19	18149015	18149516	814.0	868.0	850.0	927.0	456.0	869.0	613.0	663.0	1213.0	1295.0	140.0	1015.0
chr19	19420325	19420826	1890.0	2335.0	2117.0	2442.0	1433.0	2851.0	1532.0	2138.0	2242.0	2955.0	744.0	2658.0
chr19	19542298	19542799	763.0	1041.0	1080.0	1363.0	838.0	1116.0	230.0	990.0	45.0	1351.0	687.0	1003.0
chr19	29206935	29207436	1201.0	1301.0	1280.0	1355.0	1280.0	1398.0	459.0	1388.0	152.0	1493.0	1007.0	1115.0
chr19	38033358	38033859	44.0	1108.0	995.0	1292.0	823.0	1074.0	628.0	972.0	1155.0	1446.0	904.0	1117.0
chr19	38829079	38829580	873.0	913.0	934.0	964.0	895.0	926.0	518.0	872.0	819.0	1167.0	826.0	852.0
chr19	40435334	40435835	318.0	906.0	765.0	837.0	769.0	900.0	368.0	776.0	763.0	1006.0	615.0	774.0
chr19	41889989	41890490	1083.0	1149.0	1016.0	1174.0	583.0	1291.0	1047.0	1130.0	1312.0	1431.0	116.0	1236.0
chr19	42591313	42591814	953.0	1086.0	1007.0	1132.0	937.0	1145.0	804.0	986.0	64.0	1237.0	989.0	1111.0
chr19	51387063	51387564	901.0	989.0	1039.0	1134.0	369.0	846.0	693.0	740.0	1208.0	1270.0	191.0	942.0
chr2	6999067	6999568	128.0	1025.0	705.0	788.0	492.0	956.0	32.0	837.0	36.0	1204.0	86.0	832.0
chr2	7440839	7441340	689.0	766.0	721.0	788.0	398.0	853.0	667.0	690.0	807.0	847.0	132.0	707.0
chr2	8467079	8467580	1181.0	1265.0	1317.0	1405.0	1333.0	1417.0	931.0	1366.0	259.0	1799.0	1111.0	1166.0
chr2	11755574	11756075	253.0	1949.0	1370.0	1453.0	1499.0	1612.0	1161.0	1316.0	1603.0	1784.0	1388.0	1571.0
chr2	16654892	16655393	16.0	515.0	387.0	440.0	243.0	477.0	11.0	413.0	18.0	639.0	20.0	435.0
chr2	25563852	25564353	220.0	1412.0	1066.0	1105.0	1107.0	1138.0	977.0	1035.0	1291.0	1342.0	974.0	1016.0
chr2	32132727	32133228	818.0	853.0	662.0	688.0	769.0	794.0	231.0	817.0	438.0	1168.0	789.0	831.0
chr2	38839425	38839926	1000.0	2634.0	2514.0	2634.0	2326.0	2440.0	1110.0	2306.0	2338.0	2582.0	2120.0	2212.0
chr2	38839427	38839928	1000.0	2634.0	2514.0	2634.0	2326.0	2440.0	1110.0	2306.0	2338.0	2582.0	2120.0	2212.0
chr2	43262895	43263396	728.0	754.0	760.0	801.0	760.0	836.0	254.0	727.0	517.0	1004.0	618.0	680.0
chr2	46569175	46569676	13.0	611.0	574.0	640.0	624.0	712.0	13.0	568.0	30.0	666.0	64.0	554.0
chr2	47724077	47724578	30.0	842.0	701.0	802.0	650.0	776.0	622.0	652.0	795.0	841.0	664.0	750.0
chr2	85716569	85717070	1179.0	1504.0	1307.0	1634.0	1072.0	1430.0	456.0	1347.0	116.0	1836.0	1238.0	1428.0
chr2	86785435	86785936	1517.0	1578.0	1199.0	1439.0	124.0	1349.0	1091.0	1151.0	1435.0	1518.0	1232.0	1388.0
chr2	86786748	86787249	5211.0	5493.0	4651.0	4965.0	1126.0	5905.0	4535.0	4813.0	5345.0	5682.0	4430.0	4624.0
chr2	86786756	86787257	5112.0	5390.0	4553.0	4863.0	1091.0	5788.0	4437.0	4714.0	5231.0	5563.0	4334.0	4523.0
chr2	86786935	86787436	3510.0	3696.0	3093.0	3357.0	627.0	4164.0	3093.0	3300.0	3489.0	3735.0	3054.0	3195.0
chr2	86794598	86795099	393.0	480.0	328.0	479.0	18.0	430.0	289.0	380.0	402.0	554.0	117.0	418.0
chr2	86825422	86825923	1209.0	1367.0	539.0	1781.0	136.0	1640.0	1221.0	1287.0	1513.0	1604.0	1276.0	1559.0
chr2	86825680	86826181	1528.0	1806.0	541.0	2234.0	105.0	1681.0	1301.0	1484.0	1544.0	1802.0	1236.0	1901.0
chr2	86826457	86826958	3082.0	3296.0	2636.0	3652.0	208.0	3066.0	2742.0	2896.0	3250.0	3454.0	2588.0	3068.0
chr2	86826500	86827001	3082.0	3296.0	2636.0	3652.0	208.0	3066.0	2742.0	2896.0	3250.0	3454.0	2588.0	3068.0
chr2	87539429	87539930	987.0	1100.0	907.0	992.0	1038.0	1116.0	88.0	965.0	60.0	1423.0	953.0	1021.0
chr2	87573891	87574392	0.0	0.0	0.0	0.0	334.0	360.0	0.0	0.0	32.0	532.0	0.0	0.0
chr2	87573912	87574413	0.0	0.0	0.0	0.0	334.0	360.0	0.0	0.0	32.0	532.0	0.0	0.0
chr2	102052970	102053471	815.0	1107.0	951.0	1194.0	739.0	973.0	69.0	870.0	93.0	1265.0	802.0	1100.0
chr2	111375988	111376489	109.0	117.0	117.0	122.0	124.0	126.0	17.0	92.0	8.0	150.0	115.0	118.0
chr2	112187399	112187900	1589.0	1681.0	783.0	1762.0	1404.0	1745.0	1414.0	1461.0	1572.0	1636.0	1507.0	1583.0
chr2	112335846	112336347	168.0	174.0	144.0	146.0	157.0	163.0	133.0	139.0	0.0	167.0	132.0	136.0
chr2	117930615	117931116	794.0	840.0	928.0	1004.0	501.0	859.0	757.0	797.0	775.0	884.0	35.0	791.0
chr2	119678259	119678760	1115.0	1368.0	289.0	1707.0	419.0	1760.0	1351.0	1438.0	1606.0	1731.0	1302.0	1494.0
chr2	119928603	119929104	1011.0	1048.0	934.0	988.0	908.0	1021.0	757.0	789.0	1043.0	1085.0	249.0	953.0
chr2	136015089	136015590	678.0	714.0	693.0	719.0	715.0	729.0	220.0	703.0	305.0	808.0	591.0	614.0
chr2	136239705	136240206	202.0	1264.0	1210.0	1259.0	1178.0	1223.0	983.0	1021.0	1290.0	1329.0	941.0	969.0
chr2	151771563	151772064	179.0	1368.0	1173.0	1216.0	1169.0	1214.0	1087.0	1132.0	1326.0	1381.0	1182.0	1237.0
chr2	159145300	159145801	611.0	703.0	628.0	689.0	356.0	828.0	469.0	686.0	731.0	763.0	38.0	696.0
chr2	168223154	168223655	1133.0	1231.0	990.0	1074.0	998.0	1063.0	122.0	980.0	254.0	1349.0	940.0	1022.0
chr2	186637209	186637710	1053.0	1086.0	980.0	1022.0	1013.0	1049.0	551.0	1015.0	787.0	1372.0	832.0	873.0
chr2	200709219	200709720	525.0	1603.0	1437.0	1506.0	1431.0	1582.0	1449.0	1498.0	1889.0	1973.0	1203.0	1259.0
chr2	203707398	203707899	790.0	827.0	77.0	878.0	350.0	853.0	705.0	735.0	816.0	869.0	745.0	779.0
chr2	203937689	203938190	133.0	135.0	5.0	187.0	23.0	181.0	138.0	142.0	161.0	171.0	129.0	137.0
chr2	203938025	203938526	391.0	440.0	15.0	431.0	76.0	486.0	335.0	354.0	512.0	600.0	319.0	342.0
chr2	203938325	203938826	1536.0	2014.0	66.0	1988.0	252.0	1832.0	1190.0	1484.0	1644.0	2134.0	1342.0	1742.0
chr2	203938440	203938941	1496.0	1956.0	64.0	1944.0	227.0	1727.0	1145.0	1430.0	1557.0	1993.0	1298.0	1696.0
chr2	221407753	221408254	745.0	815.0	821.0	901.0	594.0	786.0	792.0	855.0	929.0	1002.0	207.0	896.0
chr2	231671716	231672217	72.0	1511.0	1623.0	1714.0	1516.0	1627.0	1139.0	1443.0	1775.0	2223.0	1373.0	1492.0
chr2	237901449	237901950	814.0	876.0	807.0	886.0	570.0	825.0	655.0	735.0	1066.0	1167.0	166.0	890.0
chr2	238406097	238406598	1262.0	1342.0	1511.0	1602.0	1177.0	1443.0	1101.0	1249.0	1365.0	1485.0	380.0	1355.0
chr2	241392617	241393118	154.0	656.0	567.0	594.0	585.0	609.0	530.0	577.0	616.0	710.0	631.0	675.0
chr2	242003031	242003532	1733.0	1929.0	893.0	1766.0	1094.0	1771.0	1227.0	1315.0	1636.0	1800.0	1465.0	1637.0
chr20	1943640	1944141	511.0	537.0	523.0	544.0	550.0	611.0	133.0	451.0	496.0	622.0	480.0	506.0
chr20	3112994	3113495	828.0	915.0	728.0	783.0	804.0	860.0	178.0	1006.0	27.0	1082.0	707.0	773.0
chr20	5996997	5997498	1224.0	1395.0	1132.0	1298.0	891.0	1232.0	1115.0	1219.0	1292.0	1476.0	594.0	1337.0
chr20	31560707	31561208	694.0	741.0	781.0	825.0	774.0	851.0	207.0	749.0	623.0	1065.0	732.0	768.0
chr20	32569180	32569681	367.0	396.0	368.0	406.0	200.0	430.0	323.0	341.0	477.0	516.0	14.0	428.0
chr20	37701588	37702089	2230.0	2310.0	2079.0	2201.0	2027.0	2126.0	90.0	2473.0	90.0	3383.0	2043.0	2198.0
chr20	41140008	41140509	539.0	560.0	173.0	647.0	215.0	683.0	467.0	486.0	758.0	801.0	510.0	566.0
chr20	44492023	44492524	1107.0	1187.0	1073.0	1170.0	864.0	1247.0	983.0	1022.0	1100.0	1201.0	584.0	1133.0
chr20	48935338	48935839	449.0	461.0	416.0	427.0	387.0	404.0	397.0	448.0	199.0	526.0	345.0	356.0
chr20	49681421	49681922	615.0	666.0	629.0	675.0	575.0	630.0	211.0	608.0	84.0	774.0	572.0	627.0
chr20	50810441	50810942	451.0	2854.0	1913.0	2005.0	1984.0	2198.0	2066.0	2135.0	2368.0	2462.0	1815.0	1918.0
chr20	50816647	50817148	358.0	1568.0	1303.0	1350.0	1479.0	1562.0	966.0	1017.0	1654.0	1728.0	1217.0	1279.0
chr20	53875496	53875997	1534.0	1609.0	1613.0	1693.0	1330.0	1419.0	486.0	1287.0	119.0	1760.0	1439.0	1516.0
chr20	53893930	53894431	157.0	3571.0	2284.0	2398.0	2671.0	2874.0	2325.0	2527.0	2837.0	2939.0	2144.0	2430.0
chr20	53894016	53894517	212.0	3253.0	1983.0	2083.0	2421.0	2606.0	2064.0	2255.0	2559.0	2651.0	1919.0	2188.0
chr21	42404647	42405148	997.0	1133.0	42.0	1261.0	58.0	1150.0	684.0	730.0	1073.0	1141.0	909.0	1086.0
chr21	42405106	42405607	1414.0	1564.0	250.0	1558.0	181.0	1762.0	1104.0	1220.0	1511.0	1681.0	1192.0	1355.0
chr21	42405489	42405990	3055.0	3247.0	426.0	3480.0	292.0	3216.0	2333.0	2453.0	3585.0	3719.0	2521.0	2701.0
chr21	42405678	42406179	3224.0	3447.0	542.0	3654.0	378.0	3423.0	2433.0	2561.0	3989.0	4132.0	2873.0	3160.0
chr21	42405774	42406275	2768.0	2977.0	526.0	3004.0	358.0	2935.0	1999.0	2111.0	3405.0	3554.0	2485.0	2774.0
chr21	42406093	42406594	1427.0	1567.0	287.0	1827.0	163.0	1862.0	933.0	1181.0	1730.0	1834.0	1463.0	1835.0
chr22	17594911	17595412	313.0	1519.0	1413.0	1493.0	1372.0	1444.0	1103.0	1175.0	1556.0	1594.0	1148.0	1189.0
chr22	17964662	17965163	82.0	1159.0	1190.0	1261.0	1148.0	1249.0	1022.0	1099.0	1148.0	1278.0	927.0	1029.0
chr22	20123236	20123737	375.0	403.0	379.0	404.0	201.0	379.0	329.0	353.0	408.0	444.0	71.0	389.0
chr22	20556512	20557013	1066.0	1185.0	1112.0	1238.0	686.0	1279.0	912.0	980.0	1069.0	1178.0	161.0	1248.0
chr22	21621520	21622021	495.0	655.0	583.0	704.0	514.0	662.0	340.0	653.0	333.0	757.0	518.0	660.0
chr22	23752665	23753166	289.0	1659.0	1774.0	1862.0	1388.0	1450.0	1474.0	1622.0	1790.0	1942.0	1674.0	1788.0
chr22	33568456	33568957	185.0	1448.0	1165.0	1393.0	1038.0	1348.0	1039.0	1172.0	1449.0	1668.0	1091.0	1354.0
chr22	38143745	38144246	1351.0	1460.0	1307.0	1415.0	1117.0	1451.0	1154.0	1239.0	1555.0	1710.0	150.0	1346.0
chr22	39073360	39073861	82.0	1022.0	722.0	825.0	764.0	845.0	661.0	738.0	850.0	956.0	670.0	762.0
chr22	39905053	39905554	957.0	1121.0	93.0	1243.0	78.0	1225.0	911.0	1060.0	1072.0	1422.0	873.0	1084.0
chr22	39907225	39907726	1120.0	1168.0	149.0	1096.0	83.0	1061.0	1001.0	1043.0	1173.0	1234.0	900.0	1052.0
chr22	40413828	40414329	293.0	2027.0	1837.0	1936.0	1675.0	1802.0	1223.0	1378.0	2246.0	2381.0	1575.0	1726.0
chr22	45775461	45775962	638.0	2760.0	2792.0	2866.0	2352.0	2456.0	1656.0	2254.0	2874.0	3016.0	2140.0	2226.0
chr22	45775529	45776030	699.0	2878.0	2916.0	2996.0	2486.0	2592.0	1753.0	2356.0	2999.0	3144.0	2255.0	2345.0
chr22	46768221	46768722	406.0	2053.0	1891.0	1966.0	1877.0	1947.0	1601.0	1655.0	2095.0	2166.0	1742.0	1853.0
chr22	50628837	50629338	1051.0	1251.0	783.0	1293.0	461.0	1206.0	898.0	1093.0	1027.0	1258.0	198.0	1281.0
chr3	13021394	13021895	515.0	5158.0	5131.0	5592.0	4995.0	5450.0	3555.0	4227.0	4950.0	6070.0	4480.0	4785.0
chr3	13021426	13021927	599.0	5215.0	5253.0	5681.0	5047.0	5457.0	3569.0	4231.0	5009.0	6111.0	4562.0	4849.0
chr3	13021770	13022271	559.0	3829.0	4125.0	4511.0	4089.0	4523.0	2525.0	3179.0	3769.0	4891.0	3562.0	3823.0
chr3	13021772	13022273	559.0	3829.0	4125.0	4511.0	4089.0	4523.0	2525.0	3179.0	3769.0	4891.0	3562.0	3823.0
chr3	15219672	15220173	1758.0	1816.0	1582.0	1643.0	1780.0	1853.0	1097.0	1659.0	544.0	2055.0	1611.0	1674.0
chr3	16818073	16818574	1058.0	1150.0	926.0	1012.0	566.0	1058.0	860.0	910.0	1004.0	1072.0	72.0	980.0
chr3	16818163	16818664	1332.0	1450.0	1191.0	1293.0	837.0	1374.0	1072.0	1127.0	1281.0	1359.0	263.0	1235.0
chr3	20126503	20127004	343.0	1383.0	1044.0	1077.0	1214.0	1279.0	960.0	1085.0	1181.0	1254.0	987.0	1034.0
chr3	28255059	28255560	1006.0	1062.0	919.0	966.0	914.0	966.0	486.0	911.0	944.0	1153.0	867.0	917.0
chr3	46964241	46964742	749.0	838.0	648.0	690.0	701.0	779.0	163.0	610.0	91.0	836.0	563.0	629.0
chr3	47663820	47664321	1044.0	1112.0	1087.0	1121.0	1142.0	1169.0	535.0	871.0	694.0	1053.0	838.0	891.0
chr3	51599576	51600077	1142.0	1169.0	984.0	1006.0	1105.0	1150.0	634.0	850.0	536.0	1154.0	916.0	947.0
chr3	52762562	52763063	1228.0	1263.0	1210.0	1270.0	1311.0	1386.0	750.0	1159.0	1229.0	1441.0	1017.0	1064.0
chr3	57279085	57279586	784.0	805.0	693.0	718.0	810.0	848.0	406.0	659.0	415.0	982.0	711.0	738.0
chr3	58339124	58339625	134.0	1331.0	1271.0	1325.0	1138.0	1251.0	990.0	1056.0	1362.0	1471.0	1255.0	1389.0
chr3	112072455	112072956	842.0	934.0	101.0	972.0	264.0	976.0	707.0	744.0	972.0	1024.0	694.0	837.0
chr3	142115926	142116427	413.0	467.0	410.0	435.0	392.0	435.0	109.0	365.0	109.0	489.0	352.0	396.0
chr3	143167669	143168170	812.0	841.0	838.0	900.0	570.0	820.0	584.0	697.0	753.0	986.0	148.0	797.0
chr3	143235520	143236021	125.0	135.0	133.0	139.0	94.0	159.0	140.0	142.0	138.0	144.0	3.0	117.0
chr3	169932173	169932674	418.0	2113.0	1822.0	2034.0	1760.0	2124.0	1758.0	1884.0	2145.0	2307.0	1824.0	2024.0
chr3	169932193	169932694	410.0	1982.0	1744.0	1908.0	1716.0	1992.0	1678.0	1766.0	2056.0	2168.0	1740.0	1890.0
chr3	169977771	169978272	1258.0	1379.0	1298.0	1328.0	1290.0	1350.0	1104.0	1154.0	962.0	1850.0	1320.0	1356.0
