"","b","cd4","cd8","nk","monocyte","neutrophil"
"cg09604853",0.852204370373809,0.923485389827617,0.927184162985953,0.878576994672626,0.0254290582191704,0.762617702729627
"cg14494199",0.9801723518379,0.196870094908925,0.731394075619411,0.970324712575676,0.985475152102209,0.982129055423262
"cg04609694",0.00333828246544626,0.0428790038932799,0.10071699745894,0.013384572554334,0.0892302239281578,0.886201361104665
"cg17938212",0.972873570119657,0.818635982955445,0.511207225438459,0.0482281092560728,0.967151925870321,0.963637021006889
"cg13633625",0.952469984253457,0.979539405173238,0.984005659416308,0.98109483953218,0.293563916541946,0.0106410584494257
"cg13716506",0.98435383825478,0.982731644844363,0.982876933735727,0.145321953662639,0.975263972141599,0.956139394737591
"cg11597277",0.86,0.0568571428571429,0.0605,0.8815,0.937166666666667,0.911666666666667
"cg13584406",0.977794813818403,0.697947311020579,0.0423941253355794,0.0544234527107059,0.974057921585766,0.958072827548008
"cg02091275",0.0158585275795,0.972109407086331,0.979861475446203,0.968406673218562,0.973335332338096,0.974654896358162
"cg01346463",0.978933061520816,0.034883249378399,0.0352035606436331,0.840648877805261,0.979100335620073,0.969404046647037
"cg04068159",0.977840210798652,0.966700899755813,0.978074498944379,0.973174939751154,0.0490726731220111,0.669173985618297
"cg24197536",0.964837085183939,0.981495215358418,0.983146404709349,0.974648660472027,0.0334822019741484,0.796311467159441
"cg13928272",0.978890725630088,0.986448233805158,0.985878085111134,0.974218751423548,0.052476146212941,0.670878290209258
"cg09163720",0.0284541018575913,0.910791260548121,0.933598919955006,0.392769077036725,0.0137741538457995,0.00631739332298907
"cg24257119",0.0137649599984562,0.959838867221241,0.958462695960768,0.92946178883021,0.957171030868082,0.959349807146639
"cg16926593",0.173834867434342,0.935878689862012,0.947984464890392,0.290695821617431,0.00609696069490307,0.00507666269423501
"cg22759407",0.834472593021919,0.961741915665013,0.975029608277985,0.960916193431012,0.0365707946449875,0.823608244745765
"cg02330172",0.968336294304292,0.0243329702645566,0.129765254010585,0.580897428863966,0.977947199882446,0.97519320918721
"cg11922563",0.969990346378458,0.97823347816939,0.96491279985317,0.976275569150767,0.800014505258332,0.0339261210559111
"cg01040749",0.956032059587891,0.980587233871927,0.979981183565395,0.978659667159875,0.668596446843956,0.0321279721926975
"cg00690498",0.797158828264303,0.935662928998204,0.758048467589153,0.0776454567182055,0.967477638786761,0.958293279480825
"cg08347063",0.898976999451355,0.895089779960261,0.959600022998323,0.93601080555369,0.0390211557267287,0.734903093137884
"cg12893796",0.0188078720282888,0.947886809675631,0.952363713724048,0.948089967382037,0.959270950289236,0.942502778028088
"cg20574018",0.969539891594526,0.917671573260329,0.858657994334633,0.134978404960311,0.949510729793293,0.946858251358254
"cg03094134",0.942825938201635,0.163185710368626,0.542497246554667,0.967083986377343,0.977589802791724,0.968966054168572
"cg26006714",0.96570956713192,0.0209735693351052,0.0192397668876733,0.659404184128816,0.965530583148867,0.958278284885095
"cg00778525",0.0248089882169264,0.975694709729819,0.979941486324602,0.975414404971419,0.9748988511909,0.972410269401602
"cg09000622",0.0981669879541562,0.953209682417351,0.869942498222438,0.059160710365798,0.0136100613325818,0.0251650101592305
"cg16125725",0.98437927205723,0.980934754547046,0.983330485106556,0.972413758456007,0.0519811751837663,0.535606270243988
"cg07791286",0.979378780538622,0.976604926779922,0.974376635656289,0.973168271898832,0.228869236727494,0.0111675904180083
"cg04869977",0.00886469835024953,0.858992245628701,0.89728823037058,0.172526880003309,0.00683238274122511,0.0246862177440939
"cg22061818",0.969497144836381,0.0585085633466977,0.291587221341037,0.770402053406352,0.972891021275384,0.97780168851329
"cg15503220",0.968800521257144,0.964020164297844,0.967309874451225,0.958158862837418,0.0688783414939341,0.969698610314714
"cg00139956",0.910091425686232,0.0874875769777434,0.269508327010139,0.841437255581324,0.97582526136917,0.96528818974454
"cg13221508",0.005739448261086,0.972953435119747,0.970103085333434,0.942181616467528,0.900488989422134,0.863469467370788
"cg21168718",0.970474839684198,0.97042334486618,0.977891595664366,0.843453475857201,0.0412387815668105,0.719638144215144
"cg04449166",0.0404307724996679,0.935922649016325,0.740859038026354,0.040490352838199,0.015132945806155,0.0110341012555856
"cg15574823",0.119385005682358,0.912249075820314,0.568788691745981,0.0508744536422338,0.0336462189856498,0.117786841119903
"cg11884954",0.00723261395199277,0.971382200575546,0.966724394040327,0.842904217073409,0.969753938892755,0.954291891317954
"cg17192520",0.771959220857298,0.0775449870286333,0.543008730140622,0.906547442522155,0.835816185427662,0.930467216097356
"cg10537627",0.974879378818038,0.978592947578257,0.977038549261529,0.977117030975672,0.0626420621755083,0.726462270568325
"cg03562940",0.945166666666667,0.435857142857143,0.1875,0.948,0.979166666666667,0.978
"cg15878616",0.0117909149315044,0.924712107842459,0.947457449458357,0.933887387049954,0.964999847207763,0.959133640955095
"cg12131063",0.88875217149675,0.783345284102539,0.459433254594024,0.0123420186520433,0.942233876081511,0.942202934888652
